stock,variable,year,mean,sd,lower,upper,status
Lobatus gigas,b_div_bmsy,2019,1.18505328234385,0.221230558297616,0.834290165352763,1.66866570850325,Fully fished
Lutjanus synagris,b_div_bmsy,2019,0.767079100568571,0.164487207384708,0.598346247509571,1.01386054569984,Overfished
Ocyurus chrysurus,b_div_bmsy,2019,0.397770663522374,0.169713662958628,0.305290625095762,0.526692865606767,Overfished
Panulirus argus,b_div_bmsy,2019,1.48944784773574,0.169983161150923,1.1304101074326,1.93636069897952,Underfished
